Project,Sampling Unit Name,Protocol,Date,Start Time,End Time,Count,Spp,Common Name,Scientific Name,Detection Cue,Breeding Evidence,Visit Note,Observation Note,Researcher,Other Observers Count,Other Observers Names,Data Status
CHSS,MATAQ3,WATERBIRD_COUNT,2021-01-20,11:18:00,11:37:00,1,GRYE,Greater Yellowlegs,Tringa melanoleuca,,,,,"Imbernon, Daniel",6,"G.Capetanopulos, J.Dأ­az Morales, P.Guerrero, F.Villalobos, C. Pavez A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ3,WATERBIRD_COUNT,2021-01-20,11:18:00,11:37:00,1,BUTP,Variable Hawk,Geranoaetus polyosoma,,,,,"Imbernon, Daniel",6,"G.Capetanopulos, J.Dأ­az Morales, P.Guerrero, F.Villalobos, C. Pavez A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ4,WATERBIRD_COUNT,2021-01-20,12:10:00,13:00:00,33,BNST,Black-necked Stilt,Himantopus mexicanus,,,,,"Villalobos, Franco",0,"G.Capetanopulos, J.Dأ­az Morales, P.Guerrero, F.Villalobos, C. Pavez A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ4,WATERBIRD_COUNT,2021-01-20,12:10:00,13:00:00,93,YBPI,Yellow-billed Pintail,Anas georgica,,,,,"Villalobos, Franco",0,"G.Capetanopulos, J.Dأ­az Morales, P.Guerrero, F.Villalobos, C. Pavez A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ4,WATERBIRD_COUNT,2021-01-20,12:10:00,13:00:00,12,WHIM,Whimbrel,Numenius phaeopus,,,,,"Villalobos, Franco",0,"G.Capetanopulos, J.Dأ­az Morales, P.Guerrero, F.Villalobos, C. Pavez A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ4,WATERBIRD_COUNT,2021-01-20,12:10:00,13:00:00,84,SOLA,Southern Lapwing,Vanellus chilensis,,,,,"Villalobos, Franco",0,"G.Capetanopulos, J.Dأ­az Morales, P.Guerrero, F.Villalobos, C. Pavez A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ4,WATERBIRD_COUNT,2021-01-20,12:10:00,13:00:00,7,GRYE,Greater Yellowlegs,Tringa melanoleuca,,,,,"Villalobos, Franco",0,"G.Capetanopulos, J.Dأ­az Morales, P.Guerrero, F.Villalobos, C. Pavez A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ4,WATERBIRD_COUNT,2021-01-20,12:10:00,13:00:00,1,TUVU,Turkey Vulture,Cathartes aura,,,,,"Villalobos, Franco",0,"G.Capetanopulos, J.Dأ­az Morales, P.Guerrero, F.Villalobos, C. Pavez A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ4,WATERBIRD_COUNT,2021-01-20,12:10:00,13:00:00,8,AMOY,American Oystercatcher,Haematopus palliatus,,,,,"Villalobos, Franco",0,"G.Capetanopulos, J.Dأ­az Morales, P.Guerrero, F.Villalobos, C. Pavez A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ4,WATERBIRD_COUNT,2021-01-20,12:10:00,13:00:00,1,COHE,Cocoi Heron,Ardea cocoi,,,,,"Villalobos, Franco",0,"G.Capetanopulos, J.Dأ­az Morales, P.Guerrero, F.Villalobos, C. Pavez A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ4,WATERBIRD_COUNT,2021-01-20,12:10:00,13:00:00,1,KEGU,Kelp Gull,Larus dominicanus,,,,,"Villalobos, Franco",0,"G.Capetanopulos, J.Dأ­az Morales, P.Guerrero, F.Villalobos, C. Pavez A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ4,WATERBIRD_COUNT,2021-01-20,12:10:00,13:00:00,8,RGCO,Red-gartered Coot,Fulica armillata,,,,,"Villalobos, Franco",0,"G.Capetanopulos, J.Dأ­az Morales, P.Guerrero, F.Villalobos, C. Pavez A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ4,WATERBIRD_COUNT,2021-01-20,12:10:00,13:00:00,50,SCTE,Snowy-crowned Tern,Sterna trudeaui,,,,,"Villalobos, Franco",0,"G.Capetanopulos, J.Dأ­az Morales, P.Guerrero, F.Villalobos, C. Pavez A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ4,WATERBIRD_COUNT,2021-01-20,12:10:00,13:00:00,3,CHWI,Chiloe Wigeon,Mareca sibilatrix,,,,,"Villalobos, Franco",0,"G.Capetanopulos, J.Dأ­az Morales, P.Guerrero, F.Villalobos, C. Pavez A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ4,WATERBIRD_COUNT,2021-01-20,12:10:00,13:00:00,2,LEYE,Lesser Yellowlegs,Tringa flavipes,,,,,"Villalobos, Franco",0,"G.Capetanopulos, J.Dأ­az Morales, P.Guerrero, F.Villalobos, C. Pavez A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ4,WATERBIRD_COUNT,2021-01-20,12:10:00,13:00:00,630,ELTE,Elegant Tern,Thalasseus elegans,,,,,"Villalobos, Franco",0,"G.Capetanopulos, J.Dأ­az Morales, P.Guerrero, F.Villalobos, C. Pavez A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ6,WATERBIRD_COUNT,2021-01-20,09:37:00,10:43:00,2,BNST,Black-necked Stilt,Himantopus mexicanus,,,,,"Imbernon, Daniel",6,"G. Capetanopulos, J. Dأ­az Morales, P. Guerrero, F. Villalobos, C. Pavez, A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ6,WATERBIRD_COUNT,2021-01-20,09:37:00,10:43:00,8,WHIM,Whimbrel,Numenius phaeopus,,,,,"Imbernon, Daniel",6,"G. Capetanopulos, J. Dأ­az Morales, P. Guerrero, F. Villalobos, C. Pavez, A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ6,WATERBIRD_COUNT,2021-01-20,09:37:00,10:43:00,4,SOLA,Southern Lapwing,Vanellus chilensis,,,,,"Imbernon, Daniel",6,"G. Capetanopulos, J. Dأ­az Morales, P. Guerrero, F. Villalobos, C. Pavez, A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ6,WATERBIRD_COUNT,2021-01-20,09:37:00,10:43:00,11,KEGU,Kelp Gull,Larus dominicanus,,,,,"Imbernon, Daniel",6,"G. Capetanopulos, J. Dأ­az Morales, P. Guerrero, F. Villalobos, C. Pavez, A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ6,WATERBIRD_COUNT,2021-01-20,09:37:00,10:43:00,519,FRGU,Franklin's Gull,Leucophaeus pipixcan,,,,,"Imbernon, Daniel",6,"G. Capetanopulos, J. Dأ­az Morales, P. Guerrero, F. Villalobos, C. Pavez, A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ6,WATERBIRD_COUNT,2021-01-20,09:37:00,10:43:00,4,CHCA,Chimango Caracara,Daptrius chimango,,,,,"Imbernon, Daniel",6,"G. Capetanopulos, J. Dأ­az Morales, P. Guerrero, F. Villalobos, C. Pavez, A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ6,WATERBIRD_COUNT,2021-01-20,09:37:00,10:43:00,2,TUVU,Turkey Vulture,Cathartes aura,,,,,"Imbernon, Daniel",6,"G. Capetanopulos, J. Dأ­az Morales, P. Guerrero, F. Villalobos, C. Pavez, A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ6,WATERBIRD_COUNT,2021-01-20,09:37:00,10:43:00,4,SCTE,Snowy-crowned Tern,Sterna trudeaui,,,,,"Imbernon, Daniel",6,"G. Capetanopulos, J. Dأ­az Morales, P. Guerrero, F. Villalobos, C. Pavez, A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ6,WATERBIRD_COUNT,2021-01-20,09:37:00,10:43:00,1,PELT,Peruvian Pelican,Pelecanus thagus,,,,,"Imbernon, Daniel",6,"G. Capetanopulos, J. Dأ­az Morales, P. Guerrero, F. Villalobos, C. Pavez, A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ6,WATERBIRD_COUNT,2021-01-20,09:37:00,10:43:00,17,AMOY,American Oystercatcher,Haematopus palliatus,,,,,"Imbernon, Daniel",6,"G. Capetanopulos, J. Dأ­az Morales, P. Guerrero, F. Villalobos, C. Pavez, A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ6,WATERBIRD_COUNT,2021-01-20,09:37:00,10:43:00,90,ELTE,Elegant Tern,Thalasseus elegans,,,,,"Imbernon, Daniel",6,"G. Capetanopulos, J. Dأ­az Morales, P. Guerrero, F. Villalobos, C. Pavez, A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ6,WATERBIRD_COUNT,2021-01-20,09:37:00,10:43:00,14,GRGU,Gray Gull,Leucophaeus modestus,,,,,"Imbernon, Daniel",6,"G. Capetanopulos, J. Dأ­az Morales, P. Guerrero, F. Villalobos, C. Pavez, A.Valenzuela",AVAILABLE Level 5
CHSS,MATAQ6,WATERBIRD_COUNT,2021-01-20,09:37:00,10:43:00,85,SAND,Sanderling,Calidris alba,,,,,"Imbernon, Daniel",6,"G. Capetanopulos, J. Dأ­az Morales, P. Guerrero, F. Villalobos, C. Pavez, A.Valenzuela",AVAILABLE Level 5
CHSS,MANTA1,WATERBIRD_COUNT,2021-01-26,08:12:00,08:18:00,1,SNEG,Snowy Egret,Egretta thula,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA1,WATERBIRD_COUNT,2021-01-26,08:12:00,08:18:00,1,HASH,Harris's Hawk,Parabuteo unicinctus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA1,WATERBIRD_COUNT,2021-01-26,08:12:00,08:18:00,1,COHE,Cocoi Heron,Ardea cocoi,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA1,WATERBIRD_COUNT,2021-01-26,08:12:00,08:18:00,2,KEGU,Kelp Gull,Larus dominicanus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA10,WATERBIRD_COUNT,2021-01-26,10:05:00,10:10:00,2,AMOY,American Oystercatcher,Haematopus palliatus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA10,WATERBIRD_COUNT,2021-01-26,10:05:00,10:10:00,4,WHIM,Whimbrel,Numenius phaeopus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA10,WATERBIRD_COUNT,2021-01-26,10:05:00,10:10:00,25,BASA,Baird's Sandpiper,Calidris bairdii,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA11,WATERBIRD_COUNT,2021-01-26,10:17:00,10:21:00,11,CHWI,Chiloe Wigeon,Mareca sibilatrix,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA11,WATERBIRD_COUNT,2021-01-26,10:17:00,10:21:00,3,YBPI,Yellow-billed Pintail,Anas georgica,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA11,WATERBIRD_COUNT,2021-01-26,10:17:00,10:21:00,2,BHDU,Black-headed Duck,Heteronetta atricapilla,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA11,WATERBIRD_COUNT,2021-01-26,10:17:00,10:21:00,2,LADU,Lake Duck,Oxyura vittata,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA11,WATERBIRD_COUNT,2021-01-26,10:17:00,10:21:00,1,WTGR,White-tufted Grebe,Rollandia rolland,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA11,WATERBIRD_COUNT,2021-01-26,10:17:00,10:21:00,5,RGCO,Red-gartered Coot,Fulica armillata,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA11,WATERBIRD_COUNT,2021-01-26,10:17:00,10:21:00,2,AMOY,American Oystercatcher,Haematopus palliatus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA11,WATERBIRD_COUNT,2021-01-26,10:17:00,10:21:00,2,SOLA,Southern Lapwing,Vanellus chilensis,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA11,WATERBIRD_COUNT,2021-01-26,10:17:00,10:21:00,1,BASA,Baird's Sandpiper,Calidris bairdii,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA11,WATERBIRD_COUNT,2021-01-26,10:17:00,10:21:00,1,LEYE,Lesser Yellowlegs,Tringa flavipes,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA12,WATERBIRD_COUNT,2021-01-26,10:28:00,10:30:00,0,---,----,----,,,,,,1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA13,WATERBIRD_COUNT,2021-01-26,10:33:00,10:39:00,1,CHWI,Chiloe Wigeon,Mareca sibilatrix,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA13,WATERBIRD_COUNT,2021-01-26,10:33:00,10:39:00,5,BNST,Black-necked Stilt,Himantopus mexicanus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA13,WATERBIRD_COUNT,2021-01-26,10:33:00,10:39:00,2,AMOY,American Oystercatcher,Haematopus palliatus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA13,WATERBIRD_COUNT,2021-01-26,10:33:00,10:39:00,173,WHIM,Whimbrel,Numenius phaeopus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA13,WATERBIRD_COUNT,2021-01-26,10:33:00,10:39:00,1,LEYE,Lesser Yellowlegs,Tringa flavipes,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA13,WATERBIRD_COUNT,2021-01-26,10:33:00,10:39:00,1,SNEG,Snowy Egret,Egretta thula,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA13,WATERBIRD_COUNT,2021-01-26,10:33:00,10:39:00,4,CHCA,Chimango Caracara,Daptrius chimango,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA14,WATERBIRD_COUNT,2021-01-26,10:48:00,10:55:00,2,CHWI,Chiloe Wigeon,Mareca sibilatrix,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA14,WATERBIRD_COUNT,2021-01-26,10:48:00,10:55:00,1,YBPI,Yellow-billed Pintail,Anas georgica,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA14,WATERBIRD_COUNT,2021-01-26,10:48:00,10:55:00,3,LADU,Lake Duck,Oxyura vittata,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA14,WATERBIRD_COUNT,2021-01-26,10:48:00,10:55:00,9,RGCO,Red-gartered Coot,Fulica armillata,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA14,WATERBIRD_COUNT,2021-01-26,10:48:00,10:55:00,30,BNST,Black-necked Stilt,Himantopus mexicanus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA14,WATERBIRD_COUNT,2021-01-26,10:48:00,10:55:00,1,SOLA,Southern Lapwing,Vanellus chilensis,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA14,WATERBIRD_COUNT,2021-01-26,10:48:00,10:55:00,1,WHIM,Whimbrel,Numenius phaeopus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA14,WATERBIRD_COUNT,2021-01-26,10:48:00,10:55:00,2,GRYE,Greater Yellowlegs,Tringa melanoleuca,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA14,WATERBIRD_COUNT,2021-01-26,10:48:00,10:55:00,1,LEYE,Lesser Yellowlegs,Tringa flavipes,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA14,WATERBIRD_COUNT,2021-01-26,10:48:00,10:55:00,1,KEGU,Kelp Gull,Larus dominicanus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA14,WATERBIRD_COUNT,2021-01-26,10:48:00,10:55:00,1,TUVU,Turkey Vulture,Cathartes aura,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA14,WATERBIRD_COUNT,2021-01-26,10:48:00,10:55:00,1,CHCA,Chimango Caracara,Daptrius chimango,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA15,WATERBIRD_COUNT,2021-01-26,10:57:00,11:02:00,1,SITE,Silver Teal,Spatula versicolor,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA15,WATERBIRD_COUNT,2021-01-26,10:57:00,11:02:00,8,RESH,Red Shoveler,Spatula platalea,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA15,WATERBIRD_COUNT,2021-01-26,10:57:00,11:02:00,3,YBPI,Yellow-billed Pintail,Anas georgica,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA15,WATERBIRD_COUNT,2021-01-26,10:57:00,11:02:00,18,RGCO,Red-gartered Coot,Fulica armillata,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA15,WATERBIRD_COUNT,2021-01-26,10:57:00,11:02:00,2,AMOY,American Oystercatcher,Haematopus palliatus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA15,WATERBIRD_COUNT,2021-01-26,10:57:00,11:02:00,4,SOLA,Southern Lapwing,Vanellus chilensis,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA15,WATERBIRD_COUNT,2021-01-26,10:57:00,11:02:00,3,BASA,Baird's Sandpiper,Calidris bairdii,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA15,WATERBIRD_COUNT,2021-01-26,10:57:00,11:02:00,1,LEYE,Lesser Yellowlegs,Tringa flavipes,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA2,WATERBIRD_COUNT,2021-01-26,08:23:00,08:28:00,27,BASA,Baird's Sandpiper,Calidris bairdii,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA3,WATERBIRD_COUNT,2021-01-26,08:34:00,08:40:00,2,WTGR,White-tufted Grebe,Rollandia rolland,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA3,WATERBIRD_COUNT,2021-01-26,08:34:00,08:40:00,1,PLRA,Plumbeous Rail,Pardirallus sanguinolentus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA3,WATERBIRD_COUNT,2021-01-26,08:34:00,08:40:00,2,SOLA,Southern Lapwing,Vanellus chilensis,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA3,WATERBIRD_COUNT,2021-01-26,08:34:00,08:40:00,1,LEYE,Lesser Yellowlegs,Tringa flavipes,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA3,WATERBIRD_COUNT,2021-01-26,08:34:00,08:40:00,1,COHE,Cocoi Heron,Ardea cocoi,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA3,WATERBIRD_COUNT,2021-01-26,08:34:00,08:40:00,1,GREG,Great Egret,Ardea alba,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA4,WATERBIRD_COUNT,2021-01-26,08:55:00,09:11:00,5,YBPI,Yellow-billed Pintail,Anas georgica,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA4,WATERBIRD_COUNT,2021-01-26,08:55:00,09:11:00,1,WTGR,White-tufted Grebe,Rollandia rolland,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA4,WATERBIRD_COUNT,2021-01-26,08:55:00,09:11:00,2,RGCO,Red-gartered Coot,Fulica armillata,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA4,WATERBIRD_COUNT,2021-01-26,08:55:00,09:11:00,2,SOLA,Southern Lapwing,Vanellus chilensis,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA4,WATERBIRD_COUNT,2021-01-26,08:55:00,09:11:00,4,COPL,Collared Plover,Charadrius collaris,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA4,WATERBIRD_COUNT,2021-01-26,08:55:00,09:11:00,38,BASA,Baird's Sandpiper,Calidris bairdii,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA4,WATERBIRD_COUNT,2021-01-26,08:55:00,09:11:00,3,NECO,Neotropic Cormorant,Nannopterum brasilianum,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA4,WATERBIRD_COUNT,2021-01-26,08:55:00,09:11:00,1,GREG,Great Egret,Ardea alba,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA4,WATERBIRD_COUNT,2021-01-26,08:55:00,09:11:00,1,CHCA,Chimango Caracara,Daptrius chimango,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA5,WATERBIRD_COUNT,2021-01-26,09:17:00,09:20:00,0,---,----,----,,,,,,1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA6,WATERBIRD_COUNT,2021-01-26,09:23:00,09:33:00,1,BNST,Black-necked Stilt,Himantopus mexicanus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA6,WATERBIRD_COUNT,2021-01-26,09:23:00,09:33:00,7,AMOY,American Oystercatcher,Haematopus palliatus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA6,WATERBIRD_COUNT,2021-01-26,09:23:00,09:33:00,3,SOLA,Southern Lapwing,Vanellus chilensis,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA6,WATERBIRD_COUNT,2021-01-26,09:23:00,09:33:00,4,GRYE,Greater Yellowlegs,Tringa melanoleuca,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA6,WATERBIRD_COUNT,2021-01-26,09:23:00,09:33:00,1,LEYE,Lesser Yellowlegs,Tringa flavipes,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA6,WATERBIRD_COUNT,2021-01-26,09:23:00,09:33:00,2,KEGU,Kelp Gull,Larus dominicanus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA6,WATERBIRD_COUNT,2021-01-26,09:23:00,09:33:00,1,BLSK,Black Skimmer,Rynchops niger,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA6,WATERBIRD_COUNT,2021-01-26,09:23:00,09:33:00,25,NECO,Neotropic Cormorant,Nannopterum brasilianum,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA6,WATERBIRD_COUNT,2021-01-26,09:23:00,09:33:00,1,COHE,Cocoi Heron,Ardea cocoi,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA6,WATERBIRD_COUNT,2021-01-26,09:23:00,09:33:00,1,GREG,Great Egret,Ardea alba,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA6,WATERBIRD_COUNT,2021-01-26,09:23:00,09:33:00,1,BCNH,Black-crowned Night-Heron,Nycticorax nycticorax,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA6,WATERBIRD_COUNT,2021-01-26,09:23:00,09:33:00,2,TUVU,Turkey Vulture,Cathartes aura,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA7,WATERBIRD_COUNT,2021-01-26,09:34:00,09:42:00,1,WTGR,White-tufted Grebe,Rollandia rolland,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA7,WATERBIRD_COUNT,2021-01-26,09:34:00,09:42:00,1,BNST,Black-necked Stilt,Himantopus mexicanus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA7,WATERBIRD_COUNT,2021-01-26,09:34:00,09:42:00,4,AMOY,American Oystercatcher,Haematopus palliatus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA7,WATERBIRD_COUNT,2021-01-26,09:34:00,09:42:00,5,WHIM,Whimbrel,Numenius phaeopus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA7,WATERBIRD_COUNT,2021-01-26,09:34:00,09:42:00,69,KEGU,Kelp Gull,Larus dominicanus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA7,WATERBIRD_COUNT,2021-01-26,09:34:00,09:42:00,2,NECO,Neotropic Cormorant,Nannopterum brasilianum,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA7,WATERBIRD_COUNT,2021-01-26,09:34:00,09:42:00,1,GREG,Great Egret,Ardea alba,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA7,WATERBIRD_COUNT,2021-01-26,09:34:00,09:42:00,1,SNEG,Snowy Egret,Egretta thula,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA7,WATERBIRD_COUNT,2021-01-26,09:34:00,09:42:00,4,TUVU,Turkey Vulture,Cathartes aura,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA7,WATERBIRD_COUNT,2021-01-26,09:34:00,09:42:00,1,AMKE,American Kestrel,Falco sparverius,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA8,WATERBIRD_COUNT,2021-01-26,09:43:00,09:56:00,2,AMOY,American Oystercatcher,Haematopus palliatus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA8,WATERBIRD_COUNT,2021-01-26,09:43:00,09:56:00,4,SNPL,Snowy Plover,Charadrius nivosus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
CHSS,MANTA8,WATERBIRD_COUNT,2021-01-26,09:43:00,09:56:00,1,SEPL,Semipalmated Plover,Charadrius semipalmatus,,,,,"Villalobos, Franco",1,Matأ­as Garrido,AVAILABLE Level 5
